수산물품목코드,대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명,이명,학명,한글과명,영문과명,수과원계통ID
613100,61,해면어류,31,대구류,00,대구류,,,,,
613101,61,해면어류,31,대구류,01,대구,"Pacific cod, 대구어, 대두어(통영), 대기(함남)",Gadus macrocephalus,대구과,Family Gadidae,MF0005786
613102,61,해면어류,31,대구류,02,민대구,,,대구목,Order Gadiformes,
613103,61,해면어류,31,대구류,03,대구알,,Gadus macrocephalus,대구과,Family Gadidae,MF0005786
613104,61,해면어류,31,대구류,04,검정대구,,Pollachius virens,,,
613105,61,해면어류,31,대구류,05,은대구,,Anoplopoma fimbria,,,MF0019007
613106,61,해면어류,31,대구류,06,빨간대구,Saffron cod,Eleginus gracilis,대구과,Family Gadidae,MF0004040
613107,61,해면어류,31,대구류,07,은민대구,Southern hake,Merluccius australis,민대구과,Family Merlucciidae,MF0005314
613108,61,해면어류,31,대구류,08,대구곤이(이리),"고니, 이리, 곤",Gadus macrocephalus,대구과,Family Gadidae,MF0005786
613109,61,해면어류,31,대구류,09,남방대구,"Hake, Blue grenadier,새꼬리민태",Macruronus novaezalandiae,남방대구과,Family Macruronidae,MF0006979
613110,61,해면어류,31,대구류,10,수염대구,,Rhinonemus cimbrius,수염대구과,Family Phycidae,
613111,61,해면어류,31,대구류,11,파타고니민태,파타마니민태,Macruronus magellanicus,,,MF0006980
613112,61,해면어류,31,대구류,12,남부블루화이팅,,,,,
613113,61,해면어류,31,대구류,13,청대구,Blue whiting,Micromesistius poutassou,대구과,Family Gadidae,MF0002593
613114,61,해면어류,31,대구류,14,극지대구,"Arctic cod, Polar cod",Boreogadus saida,대구과,Family Gadidae,MF0011312
613115,61,해면어류,31,대구류,15,놀락민태,,Lotella phycis,돌대구과,Family Moridae,
613116,61,해면어류,31,대구류,16,모오케,"Burbot, 모캐",Lota lota,대구과,Family Gadidae,MF0007788
613117,61,해면어류,31,대구류,17,해덕대구,해덕,Melanogrammus aeglefinus,대구과,Family Gadidae,
613118,61,해면어류,31,대구류,18,돌대구,,Physiculus japonicus,돌대구과,Family Moridae ,
613119,61,해면어류,31,대구류,19,짧은수염대구,,Laemonema nana,돌대구과,Family Moridae ,
613120,61,해면어류,31,대구류,20,태평수염대구,Common mora,Mora moro,돌대구과,Family Moridae,MF0009834
613199,61,해면어류,31,대구류,99,기타대구류,,,,,
613200,61,해면어류,32,대주둥치류,00,대주둥치류,,,,,
613201,61,해면어류,32,대주둥치류,01,대주둥치,Snipefish,Macrorhamphosus scolopax,대주둥치과,Family Macroramphosidae,MF0006968
613299,61,해면어류,32,대주둥치류,99,기타대주둥치류,,,,,
613300,61,해면어류,33,대치류,00,대치류,,,,,
613301,61,해면어류,33,대치류,01,청대치,Red cornetfish,Fistularia petimba,대치과,Family Fistulariidae,MF0008095
613302,61,해면어류,33,대치류,02,홍대치,Bluespotted cornetfish,Fistularia commersonii,대치과,Family Fistulariidae,MF0008094
613399,61,해면어류,33,대치류,99,기타대치류,,,,,
613400,61,해면어류,34,도루묵류,00,도루묵류,,,,,
613401,61,해면어류,34,도루묵류,01,도루묵,"Sailfin sandfish, 도루묵이, 도루매이, 은어, 도루맥이(함남)",Arctoscopus japonicus,도루묵과,Family Trichodontidae,MF0011167
613499,61,해면어류,34,도루묵류,99,기타도루묵류,,,,,
613500,61,해면어류,35,도치류,00,도치류,,,,,
613501,61,해면어류,35,도치류,01,뚝지,"Smooth lumpsucker, 뚝저구, 도치, 씬퉁이",Aptocyclus ventricosus,도치과,Family Cyclopteridae,MF0011630
613502,61,해면어류,35,도치류,02,골린어,,Eumicrotremus Pacificus,도치과,Family Cyclopteridae,
613503,61,해면어류,35,도치류,03,우릉성치,,Eumicrotremus birulai,도치과,Family Cyclopteridae,MF0003307
613504,61,해면어류,35,도치류,04,꼬마도치,,Cyclopteropsis bergi,도치과,Family Cyclopteridae ,
613505,61,해면어류,35,도치류,05,도치,,Eumicrotremus orbis,도치과,Family Cyclopteridae,MF0015225
613506,61,해면어류,35,도치류,06,엄지도치,,Lethotremus awae,도치과,Family Cyclopteridae ,
613599,61,해면어류,35,도치류,99,기타도치류,,,,,
613600,61,해면어류,36,독가시치류,00,독가시치류,,,,,
613601,61,해면어류,36,독가시치류,01,독가시치,"Mottled spinefoot, Dusky spinefoot, Rabbitfish, 따치(제주도)",Siganus fuscescens,독가시치과,Family Siganidae,MF0004344
613699,61,해면어류,36,독가시치류,99,기타독가시치류,,,,,
613700,61,해면어류,37,돔류,00,돔류,,,,,
613701,61,해면어류,37,돔류,01,감성돔,"Black porgy, Black sea bream, 감성어, 감상어(전남), 감성도미(경북), 감셍이(부산), 구릿(제주도), 맹이, 남정바리(강원도)",Acanthopagrus schlegelii,도미과,Family Sparidae,MF0011670
613702,61,해면어류,37,돔류,02,참돔,Red seabream,Pagrus major,도미과,Family Sparidae,MF0008712
613703,61,해면어류,37,돔류,03,옥돔,Red tilefish,Branchiostegus japonicus,옥돔과,Family Malacanthidae,MF0002379
613704,61,해면어류,37,돔류,04,등흑점옥두어,Silver horsehead,Branchiostegus argentatus,옥돔과,Family Malacanthidae,MF0002369
613705,61,해면어류,37,돔류,05,갈돔,갈돔,Lethrinus nebulosus,갈돔과,Family Lethrinidae,MF0008690
613706,61,해면어류,37,돔류,06,돌돔,"Barred knifejaw, rock bream, 청돔(충남), 아홉동가리(경남)",Oplegnathus fasciatus,돌돔과,Family Oplegnathidae,MF0003442
613707,61,해면어류,37,돔류,07,붉돔,"Red porgy, crimson seabream, 붉도미, 상사리, 풋잎상사리(전남)",Evynnis japonica,도미과,Family Sparidae,MF0000949
613708,61,해면어류,37,돔류,08,샛돔,"Butterfish,눈샛돔",Psenopsis anomala,샛돔과,Family Centrolophidae,MF0005217
613709,61,해면어류,37,돔류,09,동갈돗돔,Black grunt,Hapalogenys nitens,하스돔과,Family Haemulidae,MF0009847
613710,61,해면어류,37,돔류,10,노랑띠자붉돔,Goldbanded jobfish,Pristipomoides multidens,퉁돔과,Family Lutjanidae,MF0010486
613711,61,해면어류,37,돔류,11,동방실꼬리돔,,Nemipterus aurora,실꼬리돔과,Family Nemipteridae,
613712,61,해면어류,37,돔류,12,자리돔,"Coralfish, whitesaddled reeffish, pearl-spot chromis, 자돔, 자리(제주도), 생이리(통영)",Chromis notatus,자리돔과,Family Pomacentridae,MF0006803
613713,61,해면어류,37,돔류,13,흑돔,Black Seabream,Spondyliosoma cantharus,도미과,Family Sparidae,MF0013459
613714,61,해면어류,37,돔류,14,황돔,"Yellowback seabream, 옥돔(완도, 청산도), 발서청어, 빌전청어(남해안), 벨조쟁이 생선(제주도)",Dentex tumifrons,도미과,Family Sparidae,MF0013564
613715,61,해면어류,37,돔류,15,꼬리돔,,Etelis carbunculus,퉁돔과,Family Lutjanidae,
613716,61,해면어류,37,돔류,16,녹줄돔,Threadfin porgy,Evynnis cardinalis,도미과,Family Sparidae,MF0000951
613717,61,해면어류,37,돔류,17,쥐돔,Scalpel sawtail,Prionurus scalprum,양쥐돔과,Family Acanthuridae,MF0003354
613718,61,해면어류,37,돔류,18,벵에돔,"Rudder fish, Largescale blackfish, 깜정이, 깜정고기(전남),벵어돔",Girella punctata,황줄깜정이과,Family Kyphosidae,MF0005359
613719,61,해면어류,37,돔류,19,동갈돔,,,농어목,Order Perciformes,
613720,61,해면어류,37,돔류,20,강담돔,"Rock porgy, spotted knifejaw, 강담돔(전남)",Oplegnathus punctatus,돌돔과,Family Oplegnathidae,MF0001901
613721,61,해면어류,37,돔류,21,금눈돔,"Broad alfonsino, golden-eye perch",Beryx decadactylus,금눈돔과,Family Berycidae,MF0001537
613722,61,해면어류,37,돔류,22,독돔,Banjiofish,Banjos banjos,독돔과,Family Banjosidae,MF0006664
613723,61,해면어류,37,돔류,23,홍치,Red bigeye,Priacanthus macracanthus,뿔돔과,Family Priacanthidae,MF0009689
613724,61,해면어류,37,돔류,24,금색돔,Squirefish,Chrysophrys auratus,도미과,Family Sparidae,MF0005873
613725,61,해면어류,37,돔류,25,뉴지샛돔,,Hyperoglyphe antarctica,,,
613726,61,해면어류,37,돔류,26,청돔,,Sparus sarba,도미과,Family Sparidae,MF0006051
613727,61,해면어류,37,돔류,27,군평선이,Belted beard grunt,Hapalogenys mucronatus,하스돔과,Family Haemulidae,MF0009845
613728,61,해면어류,37,돔류,28,남방샛돔,,,,,
613729,61,해면어류,37,돔류,29,연어병치,Pacific barrelfish,Hyperoglyphe japonica,샛돔과,Family Centrolophidae,MF0014808
613730,61,해면어류,37,돔류,30,벤자리,Chicken grunt,Parapristipoma trilineatum,하스돔과,Family Haemulidae,MF0013789
613731,61,해면어류,37,돔류,31,뿔돔,"Longfinned bullseye, 깍다구(부산)",Cookeolus boops,뿔돔과,Family Priacanthidae,MF0013042
613732,61,해면어류,37,돔류,32,사자구돔,Armorhead,Pentaceros japonicus,황줄돔과,Family Pentacerotidae,MF0013181
613733,61,해면어류,37,돔류,33,어름돔,"Crescent sweetlips, 도미(부산), 어름돔(다도해)",Plectorhynchus cinctus,하스돔과,Family Haemulidae,MF0006013
613734,61,해면어류,37,돔류,34,은샛돔,,,,,
613735,61,해면어류,37,돔류,35,청황돔,Painted sweetlips,Diagramma pictum,하스돔과,Family Haemulidae,MF0014528
613736,61,해면어류,37,돔류,36,하스돔,Silver grunt,Pomadasys argenteus,하스돔과,Family Haemulidae,MF0013418
613737,61,해면어류,37,돔류,37,구갈돔,Chinese emperor,Lethrinus haematopterus,갈돔과,Family Lethrinidae,MF0013692
613738,61,해면어류,37,돔류,38,궁상퉁돔,Humpback red snapper,Lutjanus gibbus,퉁돔과,Family Lutjanidae,MF0006446
613739,61,해면어류,37,돔류,39,까치돔,,Gymnocranius griseus,갈돔과,Family Lethrinidae,MF0012096
613740,61,해면어류,37,돔류,40,꼽새돔,,Hapalogenys nigripinnis,하스돔과,Family Haemulidae,MF0009848
613741,61,해면어류,37,돔류,41,납작금눈돔,Big roughy,Gephyroberyx japonicus,납작금눈돔과,Family Trachichthyidae ,MF0019164
613742,61,해면어류,37,돔류,42,네동가리,Threadfin bream,Parascolopsis inermis,실꼬리돔과,Family Nemipteridae,MF0013783
613743,61,해면어류,37,돔류,43,노랑자리돔,Yellow chromis,Chromis analis,자리돔과,Family Pomacentridae,MF0014050
613744,61,해면어류,37,돔류,44,눈퉁군평선,,Hapalogenys kishinouyei,하스돔과,Family Haemulidae,
613745,61,해면어류,37,돔류,45,도화돔,"Ostichthys japonicus, Hardscale soldierfish, Deepwater squirrelfish, 바다붕어(여수)",Ostichthys japonicus,얼게돔과,Family Holocentridae,MF0012020
613746,61,해면어류,37,돔류,46,동갈자돔,,Abudefduf notatus,자리돔과,Family Pomacentridae,
613747,61,해면어류,37,돔류,47,동갈퉁돔,,Lutjanus vitta,퉁돔과,Family Lutjanidae,MF0013323
613748,61,해면어류,37,돔류,48,두동갈얼게비늘,,Apogon taeniatus,동갈돔과,Family Apogonidae,
613749,61,해면어류,37,돔류,49,둥글돔,,Pristigenys niphonia,뿔돔과,Family Priacanthidae,MF0003360
613750,61,해면어류,37,돔류,50,먹얼게비늘,,Apogon niger,동갈돔과,Family Apogonidae,
613751,61,해면어류,37,돔류,51,먹테얼게비늘,"Ocellated cardinalfish, Spotsail cardinalfish",Apogon carinatus,동갈돔과,Family Apogonidae,MF0004674
613752,61,해면어류,37,돔류,52,무늬얼게돔,,Neoniphon sammara,얼게돔과,Family Holocentridae,
613753,61,해면어류,37,돔류,53,무늬퉁돔,,Lutjanus monostigma,퉁돔과,Family Lutjanidae,MF0013327
613754,61,해면어류,37,돔류,54,물릉돔,Bluefin driftfish,Psenes pellucidus,노메치과,Family Nomeidae,MF0012591
613755,61,해면어류,37,돔류,55,물퉁돔,,Lutjanus rivulatus,퉁돔과,Family Lutjanidae,MF0013328
613756,61,해면어류,37,돔류,56,민동갈돔,,Gymnapogon japonicus,동갈돔과,Family Apogonidae,
613757,61,해면어류,37,돔류,57,백미돔,Atlantic triple tail,Lobotes surinamensis,백미돔과,Family Lobotidae,MF0010912
613758,61,해면어류,37,돔류,58,병치돔,,Antigonia capros,병치돔과,Family Caproidae,MF0011434
613759,61,해면어류,37,돔류,59,보라기름눈돔,Indian arimma,Ariomma indica,보라기름눈돔과,Family Ariommatidae,MF0004142
613760,61,해면어류,37,돔류,60,북방돗돔,Slender armorhead,Pentaceros wheeleri,황줄돔과,Family Pentacerotidae,MF0019224
613761,61,해면어류,37,돔류,61,붉퉁돔,"Blood snapper, Crimson snapper",Lutjanus erythropterus,퉁돔과,Family Lutjanidae,MF0006447
613762,61,해면어류,37,돔류,62,블랙카디널피쉬,Blackcardinalfish,Epigonus telescopus,,,
613763,61,해면어류,37,돔류,63,비늘돔,,Calotomus japonicus,파랑비늘돔과,Family Scaridae,
613764,61,해면어류,37,돔류,64,비늘적투어,,Myripristis botche,얼게돔과,Family Holocentridae ,
613765,61,해면어류,37,돔류,65,빛금눈돔,Splendid alfonsino,Beryx splendens,금눈돔과,Family Berycidae,MF0001536
613766,61,해면어류,37,돔류,66,사자구,Armorhead,Pentaceros japonicus,황줄돔과,Family Pentacerotidae,MF0013181
613767,61,해면어류,37,돔류,67,새눈치,,Acanthopagrus latus,도미과,Family Sparidae,MF0011675
613768,61,해면어류,37,돔류,68,세줄가는돔,,Pterocaesio trilineata,퉁돔과,Family Lutjanidae,
613769,61,해면어류,37,돔류,69,세줄얼게비늘,,Apogon doederleini,동갈돔과,Family Apogonidae,
613770,61,해면어류,37,돔류,70,실꼬리돔,Golden threadfin bream,Nemipterus virgatus,실꼬리돔과,Family Nemipteridae,MF0012612
613771,61,해면어류,37,돔류,71,실붉돔,King soldier bream,Argyrops bleekeri,도미과,Family Sparidae,MF0004083
613772,61,해면어류,37,돔류,72,얼게돔,,Sargocentron spinosissimum,얼게돔과,Family Holocentridae,
613773,61,해면어류,37,돔류,73,얼게비늘,,Apogon spp.,동갈돔과,Family Apogonidae ,
613774,61,해면어류,37,돔류,74,연무자리돔,Smokey chromis,Chromis fumea,자리돔과,Family Pomacentridae,MF0014051
613775,61,해면어류,37,돔류,75,열동가리돔,"Indian perch, 열동가리(경남)",Apogon lineatus,동갈돔과,Family Apogonidae,MF0011635
613776,61,해면어류,37,돔류,76,오렌지라피,,Hoplpstethus atlanticus,,,
613777,61,해면어류,37,돔류,77,옥두어,Yellow horsehead,Branchiostegus albus,옥돔과,Family Malacanthidae,MF0002370
613778,61,해면어류,37,돔류,78,육동가리돔,,Evistias acutirostris,황줄돔과,Family Pentacerotidae,MF0008595
613779,61,해면어류,37,돔류,79,자붉돔,Lavender jobfish,Pristipomoides sieboldii,퉁돔과,Family Lutjanidae,MF0010485
613780,61,해면어류,37,돔류,80,적투어,,Myripristis murdjan,얼게돔과,Family Holocentridae,
613781,61,해면어류,37,돔류,81,점자돔,,Neopomacentrus violascens,자리돔과,Family Pomacentridae,
613782,61,해면어류,37,돔류,82,점퉁돔,,Lutjanus russelli,퉁돔과,Family Lutjanidae,MF0013325
613783,61,해면어류,37,돔류,83,조니퉁돔,Johns snapper,Lutjanus johnii,퉁돔과,Family Lutjanidae,MF0013329
613784,61,해면어류,37,돔류,84,줄갈돔,"Longspine emperor, 줄갈돔(한어)",Lethrinus genivittatus,갈돔과,Family Lethrinidae,MF0013693
613785,61,해면어류,37,돔류,85,줄도화돔,"Half-lined cardinal, cardinal-fish, 도화돔(전남)",Apogon semilineatus,동갈돔과,Family Apogonidae,MF0011638
613786,61,해면어류,37,돔류,86,줄자돔,,Abudefduf sordidus,자리돔과,Family Pomacentridae,MF0009320
613787,61,해면어류,37,돔류,87,진홍퉁돔,"Malabar blood snapper, Malabar red snapper",Lutjanus malabaricus,퉁돔과,Family Lutjanidae,MF0013330
613788,61,해면어류,37,돔류,88,청줄돔,,Chaetodontoplus septentrionalis,청줄돔과,Family Pomacanthidae,MF0006155
613789,61,해면어류,37,돔류,89,큰눈돔,Large-eye dentex,Dentex macrophthalmus,도미과,Family Sparidae,MF0013560
613790,61,해면어류,37,돔류,90,큰줄얼게비늘,Rifle cardinalfish,Apogon kiensis,동갈돔과,Family Apogonidae,MF0011634
613791,61,해면어류,37,돔류,91,퉁돔,,Family Lutjanidae,농어목,Order Perciformes,
613792,61,해면어류,37,돔류,92,파랑돔,,Pomacentrus coelestis,자리돔과,Family Pomacentridae,
613793,61,해면어류,37,돔류,93,파랑비늘돔,,Scarus ovifrons,파랑비늘돔과,Family Scaridae,
613794,61,해면어류,37,돔류,94,파랑제왕갈돔,Grass emperor,Lethrinus laticaudis,갈돔과,Family Lethrinidae,MF0008692
613795,61,해면어류,37,돔류,95,파랑줄돔,,Pomacentrus bankanensis,자리돔과,Family Pomacentridae,
